document_id,document_type,title,content,category,tags,metadata
F022,faq,FAQ 22,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F023,faq,FAQ 23,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F024,faq,FAQ 24,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F025,faq,FAQ 25,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F026,faq,FAQ 26,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F027,faq,FAQ 27,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F028,faq,FAQ 28,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F029,faq,FAQ 29,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F030,faq,FAQ 30,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F031,faq,FAQ 31,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F032,faq,FAQ 32,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F033,faq,FAQ 33,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F034,faq,FAQ 34,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F035,faq,FAQ 35,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F036,faq,FAQ 36,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F037,faq,FAQ 37,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F038,faq,FAQ 38,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F039,faq,FAQ 39,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F040,faq,FAQ 40,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F041,faq,FAQ 41,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F042,faq,FAQ 42,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F043,faq,FAQ 43,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F044,faq,FAQ 44,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F045,faq,FAQ 45,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F046,faq,FAQ 46,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F047,faq,FAQ 47,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F048,faq,FAQ 48,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F049,faq,FAQ 49,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F050,faq,FAQ 50,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
P001,policy,Reservation Policy 1,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P002,policy,Reservation Policy 2,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P003,policy,Reservation Policy 3,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P004,policy,Reservation Policy 4,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P005,policy,Reservation Policy 5,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P006,policy,Reservation Policy 6,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P007,policy,Reservation Policy 7,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P008,policy,Reservation Policy 8,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P009,policy,Reservation Policy 9,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P010,policy,Reservation Policy 10,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P011,policy,Reservation Policy 11,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P012,policy,Reservation Policy 12,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P013,policy,Reservation Policy 13,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P014,policy,Reservation Policy 14,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P015,policy,Reservation Policy 15,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P016,policy,Reservation Policy 16,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P017,policy,Reservation Policy 17,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P018,policy,Reservation Policy 18,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P019,policy,Reservation Policy 19,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
P020,policy,Reservation Policy 20,Groups of four or more are encouraged to reserve in advance. Late arrivals beyond 15 minutes may forfeit the booking.,policy,reservation,{}
T001,table,Table 1,Table 1 seats 2 guests and is available for reservation.,table,seating,"{""capacity"": 2}"
T002,table,Table 2,Table 2 seats 6 guests and is available for reservation.,table,seating,"{""capacity"": 6}"
T003,table,Table 3,Table 3 seats 6 guests and is available for reservation.,table,seating,"{""capacity"": 6}"
T004,table,Table 4,Table 4 seats 8 guests and is available for reservation.,table,seating,"{""capacity"": 8}"
T005,table,Table 5,Table 5 seats 4 guests and is available for reservation.,table,seating,"{""capacity"": 4}"
T006,table,Table 6,Table 6 seats 4 guests and is available for reservation.,table,seating,"{""capacity"": 4}"
T007,table,Table 7,Table 7 seats 4 guests and is available for reservation.,table,seating,"{""capacity"": 4}"
T008,table,Table 8,Table 8 seats 6 guests and is available for reservation.,table,seating,"{""capacity"": 6}"
T009,table,Table 9,Table 9 seats 6 guests and is available for reservation.,table,seating,"{""capacity"": 6}"
T010,table,Table 10,Table 10 seats 4 guests and is available for reservation.,table,seating,"{""capacity"": 4}"
T011,table,Table 11,Table 11 seats 6 guests and is available for reservation.,table,seating,"{""capacity"": 6}"
T012,table,Table 12,Table 12 seats 8 guests and is available for reservation.,table,seating,"{""capacity"": 8}"
T013,table,Table 13,Table 13 seats 6 guests and is available for reservation.,table,seating,"{""capacity"": 6}"
T014,table,Table 14,Table 14 seats 6 guests and is available for reservation.,table,seating,"{""capacity"": 6}"
T015,table,Table 15,Table 15 seats 2 guests and is available for reservation.,table,seating,"{""capacity"": 2}"
T016,table,Table 16,Table 16 seats 8 guests and is available for reservation.,table,seating,"{""capacity"": 8}"
T017,table,Table 17,Table 17 seats 2 guests and is available for reservation.,table,seating,"{""capacity"": 2}"
T018,table,Table 18,Table 18 seats 4 guests and is available for reservation.,table,seating,"{""capacity"": 4}"
T019,table,Table 19,Table 19 seats 4 guests and is available for reservation.,table,seating,"{""capacity"": 4}"
T020,table,Table 20,Table 20 seats 8 guests and is available for reservation.,table,seating,"{""capacity"": 8}"
RV001,review,Review 1,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV002,review,Review 2,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV003,review,Review 3,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV004,review,Review 4,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV005,review,Review 5,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV006,review,Review 6,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV007,review,Review 7,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV008,review,Review 8,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV009,review,Review 9,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV010,review,Review 10,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV011,review,Review 11,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV012,review,Review 12,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV013,review,Review 13,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV014,review,Review 14,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV015,review,Review 15,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV016,review,Review 16,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV017,review,Review 17,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV018,review,Review 18,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV019,review,Review 19,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV020,review,Review 20,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV021,review,Review 21,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV022,review,Review 22,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV023,review,Review 23,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV024,review,Review 24,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV025,review,Review 25,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV026,review,Review 26,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV027,review,Review 27,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV028,review,Review 28,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV029,review,Review 29,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV030,review,Review 30,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV031,review,Review 31,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV032,review,Review 32,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV033,review,Review 33,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV034,review,Review 34,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV035,review,Review 35,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV036,review,Review 36,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV037,review,Review 37,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV038,review,Review 38,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV039,review,Review 39,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV040,review,Review 40,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV041,review,Review 41,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV042,review,Review 42,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV043,review,Review 43,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV044,review,Review 44,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV045,review,Review 45,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV046,review,Review 46,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV047,review,Review 47,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV048,review,Review 48,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV049,review,Review 49,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV050,review,Review 50,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV051,review,Review 51,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV052,review,Review 52,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV053,review,Review 53,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV054,review,Review 54,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV055,review,Review 55,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV056,review,Review 56,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV057,review,Review 57,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV058,review,Review 58,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV059,review,Review 59,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV060,review,Review 60,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV061,review,Review 61,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV062,review,Review 62,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV063,review,Review 63,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV064,review,Review 64,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV065,review,Review 65,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV066,review,Review 66,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV067,review,Review 67,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
RV068,review,Review 68,"Customer rated 5/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 5}"
RV069,review,Review 69,"Customer rated 4/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 4}"
RV070,review,Review 70,"Customer rated 3/5. Appreciated food quality, ambience and quick service.",review,review,"{""rating"": 3}"
N001,nutrition,Nutrition 1,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N002,nutrition,Nutrition 2,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N003,nutrition,Nutrition 3,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N004,nutrition,Nutrition 4,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N005,nutrition,Nutrition 5,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N006,nutrition,Nutrition 6,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N007,nutrition,Nutrition 7,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N008,nutrition,Nutrition 8,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N009,nutrition,Nutrition 9,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N010,nutrition,Nutrition 10,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N011,nutrition,Nutrition 11,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N012,nutrition,Nutrition 12,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N013,nutrition,Nutrition 13,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N014,nutrition,Nutrition 14,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N015,nutrition,Nutrition 15,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N016,nutrition,Nutrition 16,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N017,nutrition,Nutrition 17,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N018,nutrition,Nutrition 18,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N019,nutrition,Nutrition 19,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N020,nutrition,Nutrition 20,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N021,nutrition,Nutrition 21,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N022,nutrition,Nutrition 22,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N023,nutrition,Nutrition 23,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N024,nutrition,Nutrition 24,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N025,nutrition,Nutrition 25,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N026,nutrition,Nutrition 26,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N027,nutrition,Nutrition 27,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N028,nutrition,Nutrition 28,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N029,nutrition,Nutrition 29,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
N030,nutrition,Nutrition 30,"This document describes calories, protein and allergen information for selected dishes.",nutrition,allergen,{}
SM001,seasonal_menu,Festival Menu 1,Limited-time festival menu with traditional dishes.,seasonal,festival,{}
SM002,seasonal_menu,Festival Menu 2,Limited-time festival menu with traditional dishes.,seasonal,festival,{}
SM003,seasonal_menu,Festival Menu 3,Limited-time festival menu with traditional dishes.,seasonal,festival,{}
SM004,seasonal_menu,Festival Menu 4,Limited-time festival menu with traditional dishes.,seasonal,festival,{}
SM005,seasonal_menu,Festival Menu 5,Limited-time festival menu with traditional dishes.,seasonal,festival,{}
SM006,seasonal_menu,Festival Menu 6,Limited-time festival menu with traditional dishes.,seasonal,festival,{}
SM007,seasonal_menu,Festival Menu 7,Limited-time festival menu with traditional dishes.,seasonal,festival,{}
SM008,seasonal_menu,Festival Menu 8,Limited-time festival menu with traditional dishes.,seasonal,festival,{}
SM009,seasonal_menu,Festival Menu 9,Limited-time festival menu with traditional dishes.,seasonal,festival,{}
SM010,seasonal_menu,Festival Menu 10,Limited-time festival menu with traditional dishes.,seasonal,festival,{}
E001,event,Event 1,Weekend live music and family entertainment.,event,music,{}
E002,event,Event 2,Weekend live music and family entertainment.,event,music,{}
E003,event,Event 3,Weekend live music and family entertainment.,event,music,{}
E004,event,Event 4,Weekend live music and family entertainment.,event,music,{}
E005,event,Event 5,Weekend live music and family entertainment.,event,music,{}
E006,event,Event 6,Weekend live music and family entertainment.,event,music,{}
E007,event,Event 7,Weekend live music and family entertainment.,event,music,{}
E008,event,Event 8,Weekend live music and family entertainment.,event,music,{}
E009,event,Event 9,Weekend live music and family entertainment.,event,music,{}
